Acai
Amount Needed	City	Region
25	Mahikeng, SA	Africa South
150	Antananarivo, MG	Africa South
350	Nanning, CN	Asia North
525	Total Amount

Quinoa
Amount Needed	City	Region
25	Chiang Mai, TH	S.E. Asia East
50	Quelimane, MZ	Africa South
50	Toliara, MG	Africa South
50	Araguaina, BR	S. America Center
350	Rosario, AR	S. America Lower
525	Total Amount

Replica Faberge Egg
Amount Needed	City	Region
25	Keetmanshoop, NA	Africa South
25	Solwezi, ZM	Africa South
50	Total Amount

Replica Shuriken
Amount Needed	City	Region
50	Bordj Bou, AL	Africa West
350	Hiroshima, JP	Asia East
400	Total Amount

Replica Sword
Amount Needed	City	Region
25	Selibe Phikwe, BW	Africa South
50	East London, SA	Africa South
75	Total Amount

Rice
Amount Needed	City	Region
50	Jijel, AL	Africa West
50	Nouakchott, MU	Africa West
150	Faisalabad, PK	Middle East Upper
350	Nagoya, JP	Asia East
350	Xilingol, CN	Asia North
350	Valencia, VE	S. America Upper
1,3	Total Amount

Rosewood Timber
Amount Needed	City	Region
25	Abeche, TD	Africa East
50	Garissa, KE	Africa East
150	Tarapoto, PE	S. America Upper
225	Total Amount

Russian Building Block
Amount Needed	City	Region
25	Las Anod, SO	Africa East
50	Aktau, KZ	Asia Center
150	Alexandria, EG	Africa East
150	Syktyvkar, RU	Russia West
375	Total Amount

Russian Perfume
Amount Needed	City	Region
50	Galkayo, SO	Africa East
150	Giza, EG	Africa East
150	Arkhangelsk, RU	Russia West
350	Total Amount

Safou
Amount Needed	City	Region
0	Total Amount

Salmon
Amount Needed	City	Region
25	Essaouira, MA	Africa West
25	Mamou, GN	Africa West
25	Rjim Maatoug, TN	Africa West
25	Magadan, RU	Russia East
25	Little Rock, AK	USA South
50	Sakakah, SA	Middle East Lower
50	Busseltron, AU	Oceania West
50	Charleston, WV	USA East
150	Saskatoon, SK	Canada Center
150	Vladivostok, RU	Russia East
150	Salta, AR	S. America Lower
150	Juliaca, PE	S. America Upper
350	Stanley, FK	S. America Lower
350	Memphis, TN	USA South
1000	Chihuahua, MX	Mexico
2,575	Total Amount

Salt
Amount Needed	City	Region
50	Tiaret, AL	Africa West
150	Mbabane, SZ	Africa South
1000	Kingston, NF	Oceania East
1,2	Total Amount

Samoan Spring Water
Amount Needed	City	Region
50	Kununurra, AU	Oceania West
50	Total Amount

Samovar
Amount Needed	City	Region
25	Zagora, MA	Africa West
25	Dili, TL	S.E. Asia East
50	Porto-Novo, BJ	Africa West
150	Grozny, RU	Russia West
250	Total Amount

Sausage
Amount Needed	City	Region
25	Ostrava, CZ	Europe East
25	Mirny, RU	Russia East
50	Jijiga, ET	Africa East
50	Tobruk, LY	Africa East
50	La Ceiba, HN	Central America
50	Lisbon, PT	Europe South
50	Balikpapan, ID	S.E. Asia East
150	Nantes, FR	Europe West
150	Cairns, AU	Oceania East
350	Dublin, IE	Europe West
350	Belo Horizonte, BR	S. America Center
1000	Xi'an, CN	Asia North
2,3	Total Amount

Shapka
Amount Needed	City	Region
50	Bamenda, CM	Africa Center
150	Saratov, RU	Russia West
200	Total Amount

Sheep
Amount Needed	City	Region
25	Bria, CF	Africa Center
25	Butembo, DR	Africa Center
25	Bardai, TD	Africa East
25	Sofia, BG	Europe East
50	Ljubljana, SI	Europe South
50	Broome, AU	Oceania West
50	Linden, GY	S. America Upper
50	Manado, ID	S.E. Asia East
150	Edinburgh, SCT	Europe West
350	Bern, CH	Europe West
350	Omsk, RU	Russia East
1000	Oaxaca, MX	Mexico
2,15	Total Amount

Silk
Amount Needed	City	Region
25	Faya-Largeau, TD	Africa East
50	Rajkot, IN	S.E. Asia West
150	Nairobi, KE	Africa East
150	Port Louis, MU	Africa South
150	Macau, CN	Asia North
150	Chiclayo, PE	S. America Upper
1000	Nuku'alofa, TO	Oceania East
1,675	Total Amount

Smartphone
Amount Needed	City	Region
0	Total Amount

Soccer Ball
Amount Needed	City	Region
25	Kang, BW	Africa South
50	Pemba, MZ	Africa South
50	Katoomba, AU	Oceania East
50	Visakhpatnam, IN	S.E. Asia West
350	Doha, QA	Middle East Lower
1000	Sao Paulo, BR	S. America Center
1,525	Total Amount

Soy Bean
Amount Needed	City	Region
50	Johannesburg, SA	Africa South
50	Toamasina, MG	Africa South
50	Barcelos, BR	S. America Center
150	Hobart, AU	Oceania East
350	Bayan Nur, CN	Asia North
650	Total Amount

Soy Sauce
Amount Needed	City	Region
25	Thimphu, BT	S.E. Asia West
50	Bayankhongor, MN	Asia North
150	Brazzaville, ROC	Africa Center
150	Chimbote, PE	S. America Upper
375	Total Amount

Steel
Amount Needed	City	Region
50	Guelmim, MA	Africa West
50	Monrovia, LR	Africa West
50	Nador, MA	Africa West
150	Charlottetown, PE	Canada East
150	Havana, CU	Caribbean
150	Kolkata, IN	S.E. Asia West
150	Baton Rouge, LA	USA South
350	Edmonton, AB	Canada West
350	Mazatlan, MX	Mexico
350	Volgograd, RU	Russia West
1000	Noumea, NC	Oceania East
2,8	Total Amount

Strawberry
Amount Needed	City	Region
25	Awbari, LY	Africa East
25	Yellowknife, NT	Canada West
25	Galway, IE	Europe West
25	Bandar Seri Begawan, BN	S.E. Asia East
25	Fort Stockton, TX	USA South
50	Dessie, ET	Africa East
50	Bedourie, AU	Oceania East
150	Harare, ZW	Africa South
150	Samarkand, UZ	Asia Center
350	Kodiak, AK	Alaska
350	Ulanqab, CN	Asia North
350	Santa Clara, CU	Caribbean
350	Maracaibo, VE	S. America Upper
350	Boston, MA	USA East
1000	Milan, IT	Europe South
3,275	Total Amount

Sugarcane
Amount Needed	City	Region
50	Ambovombe, MG	Africa South
50	Nacala, MZ	Africa South
50	Carnarvon, AU	Oceania West
150	Basra, IQ	Middle East Lower
350	Fortaleza, BR	S. America Center
650	Total Amount

Sunflower
Amount Needed	City	Region
50	Kamina, DR	Africa Center
150	Bariloche, AR	S. America Lower
200	Total Amount

Surf Board
Amount Needed	City	Region
50	Charleville, AU	Oceania East
150	Tanami, AU	Oceania West
200	Total Amount

Sweet Potato
Amount Needed	City	Region
50	Annaba, AL	Africa West
50	Easter Island	S. America Lower
150	Dakar, SN	Africa West
150	Temuco, CL	S. America Lower
350	Caracas, VE	S. America Upper
1000	Baghdad, IQ	Middle East Lower
1,75	Total Amount

Taro Root
Amount Needed	City	Region
0	Total Amount

Tea
Amount Needed	City	Region
25	Gobabis, NA	Africa South
25	Katima Mulilo, ZM	Africa South
25	San Pedro Sula, HN	Central America
25	Vaduz, LT	Europe West
50	Southampton, UK	Europe West
150	Oryol Oblast, RU	Russia West
150	Copiapo, CL	S. America Lower
350	Shenyang, CN	Asia North
350	Amsterdam, NL	Europe West
1000	London, UK	Europe West
2,15	Total Amount

Tomato
Amount Needed	City	Region
25	Bluefields, NI	Central America
50	Kindu, DR	Africa Center
50	Mek'ele, ET	Africa East
50	Camaguey, CU	Caribbean
50	Puerto Cabezas, NI	Central America
150	Dar es Salaam, TZ	Africa Center
150	Penza, RU	Russia West
150	Porto Velho, BR	S. America Center
350	Okayama, JP	Asia East
350	Saltillo, MX	Mexico
1000	San Jose, CR	Central America
2,375	Total Amount

Trout
Amount Needed	City	Region
25	El Kef, TN	Africa West
150	Libreville, GA	Africa Center
150	Maputo, MZ	Africa South
150	Medina, SA	Middle East Lower
150	Resistencia, AR	S. America Lower
625	Total Amount

Tulip
Amount Needed	City	Region
25	Kaoma, ZM	Africa South
25	Mariental, NA	Africa South
50	Sarajevo, HB	Europe South
150	Warsaw, PL	Europe North
150	Cabo San Lucas, MX	Mexico
150	Mackay, AU	Oceania East
150	Barnaul, RU	Russia East
350	Seoul, SK	Asia East
350	Andorra La Vella, AD	Europe South
350	Sao Luis, BR	S. America Center
1000	Paris, FR	Europe West
2,75	Total Amount

Tuna
Amount Needed	City	Region
50	Isiro, DR	Africa Center
150	Lilongwe, MW	Africa Center
150	Tripoli, LY	Africa East
350	Teheran, IR	Middle East Upper
350	Montevideo, UY	S. America Lower
1,05	Total Amount

Turkey
Amount Needed	City	Region
25	Beira, MZ	Africa South
25	Morombe, MG	Africa South
50	Kalgoorlie, AU	Oceania West
50	El Calafate, AR	S. America Lower
150	Puerto La Cruz, VE	S. America Upper
350	Auckland, NZ	Oceania East
650	Total Amount

TV
Amount Needed	City	Region
0	Total Amount

Uranium
Amount Needed	City	Region
25	Chipata, ZM	Africa South
25	Khatanga, RU	Russia East
50	Kuito, AO	Africa South
150	Bambari, CF	Africa Center
350	Kazan, RU	Russia West
600	Total Amount

Utility Knife
Amount Needed	City	Region
25	Rundu, NA	Africa South
25	Managua, NI	Central America
25	Minsk, BY	Europe North
50	Mongu, ZM	Africa South
50	Vilnius, LT	Europe North
150	Stockholm, SE	Europe North
350	Oslo, NO	Europe North
675	Total Amount

Valenki
Amount Needed	City	Region
50	Oyala, GQ	Africa Center
50	Abakan, RU	Russia East
150	Murmansk, RU	Russia West
250	Total Amount

Vanilla
Amount Needed	City	Region
50	Gladstone, AU	Oceania East
150	Mashhad, IR	Middle East Upper
350	Hyderabad, IN	S.E. Asia West
550	Total Amount

Volley Ball
Amount Needed	City	Region
50	Bissau, GW	Africa West
50	Sfax, TN	Africa West
150	Rio Branco, BR	S. America Center
250	Total Amount

Wasabi
Amount Needed	City	Region
25	Bol, TD	Africa East
50	Kisumu, KE	Africa East
350	Ulaanbaatar, MN	Asia North
425	Total Amount

Watch
Amount Needed	City	Region
150	Smara, EH	Africa West
350	Chelyabinsk, RU	Russia West
500	Total Amount

Water
Amount Needed	City	Region
25	Guelta Zemmur, EH	Africa West
25	San-Pedro, CI	Africa West
25	Tantan, MA	Africa West
50	Fort McMurray, AB	Canada West
50	Bucharest, RO	Europe East
50	Salalah, OM	Middle East Lower
150	Aktobe, KZ	Asia Center
150	Santiago de Cuba, CU	Caribbean
150	San Marino, SM	Europe South
350	Kunming, CN	Asia North
1000	Las Vegas, NV	USA West
2,025	Total Amount

Water Chestnut
Amount Needed	City	Region
25	Mahajanga, MG	Africa South
50	Bloemfontein, SA	Africa South
150	Kathmandu, NP	S.E. Asia West
350	Jinan, CN	Asia North
575	Total Amount

Watermelon
Amount Needed	City	Region
25	Murzuq, LY	Africa East
50	Davao City, PH	S.E. Asia East
150	Addis Ababa, ET	Africa East
150	Astana, KZ	Asia Center
150	Valparaiso, CL	S. America Lower
350	Manama, BH	Middle East Lower
1000	Anchorage, AK	Alaska
1,875	Total Amount

Wheat
Amount Needed	City	Region
25	Lindi, TZ	Africa Center
25	Edmundston, NB	Canada East
25	Batagay, RU	Russia East
50	Kisangani, DR	Africa Center
50	Hooper Bay, AK	Alaska
50	Port-au-Prince, HT	Caribbean
50	Jackson, MS	USA South
50	Boise, ID	USA West
150	Djibouti, DJ	Africa East
150	Osh, KG	Asia Center
150	Petrozavodsk, RU	Russia West
150	Indianapolis, IN	USA Center
350	Goiania, BR	S. America Center
1000	Moscow, RU	Russia West
2,275	Total Amount

Wood
Amount Needed	City	Region
25	Chinsali, ZM	Africa South
25	Saurimo, AO	Africa South
25	Zhezqazghan, KZ	Asia Center
25	Nyagan, RU	Russia East
25	Concord, NH	USA East
25	Frankfort, KY	USA South
50	Khovd, MN	Asia North
50	Maykop, RU	Russia West
50	Montgomery, AL	USA South
150	Yaounde, CM	Africa Center
150	Port-de-Paix, HT	Caribbean
150	Merauke, ID	Oceania East
150	Yakutsk, RU	Russia East
150	St. Louis, MO	USA Center
1,05	Total Amount

Wool
Amount Needed	City	Region
50	Al Hoceima, MA	Africa West
50	Yamoussoukro, CI	Africa West
50	Rio Gallegos, AR	S. America Lower
150	Jayapura, ID	Oceania East
1000	Suva, FJ	Oceania East
1,3	Total Amount

Woven Rug
Amount Needed	City	Region
50	Gurúè, MZ	Africa South
50	Ganja, AZ	Middle East Upper
350	Amman, JO	Middle East Lower
350	Cochabamba, BO	S. America Center
800	Total Amount

Yogurt
Amount Needed	City	Region
50	Ampilatwatja, AU	Oceania West
50	Esperance, AU	Oceania West
50	Phnom Penh, KH	S.E. Asia East
150	Total Amount

Zhostovo Tray
Amount Needed	City	Region
50	El-Aaiun, EH	Africa West
50	Parakou, BJ	Africa West
150	Yaroslavl, RU	Russia West
250	Total Amount

Zinc Ore
Amount Needed	City	Region
25	Itampolo, MG	Africa South
25	Nampula, MZ	Africa South
150	Tacna, PE	S. America Upper
200	Total Amount
